,book_time,exp_key,misc,owner,refresh_time,result,spec,state,tid,version
0,2021-02-18 19:48:54.573,,"{'tid': 9, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'crossover-probability': [9], 'crossover-type': [9], 'elitism-rate': [9], 'keep-parents': [9], 'mutation-probability': [9], 'selection-type': [9]}, 'vals': {'crossover-probability': [0.7719049380928529], 'crossover-type': [1], 'elitism-rate': [0.6680880300230456], 'keep-parents': [2], 'mutation-probability': [0.7861998735112282], 'selection-type': [1]}}",,2021-02-18 19:50:01.909,"{'loss': -188.0, 'status': 'ok'}",,2.0,9.0,0.0
